iso3c,country,region,income,year,population,overall_score,Pillar,Pillar_Score
PHL,Philippines,East Asia & Pacific,Lower middle income,2012,98032317,,Data Infrastructure (Pillar 5),
POL,Poland,Europe & Central Asia,High income,2012,38063164,,Data Infrastructure (Pillar 5),
PRT,Portugal,Europe & Central Asia,High income,2012,10514844,,Data Infrastructure (Pillar 5),
PRI,Puerto Rico,Latin America & Caribbean,High income,2012,3634488,,Data Infrastructure (Pillar 5),
QAT,Qatar,Middle East & North Africa,High income,2012,1905660,,Data Infrastructure (Pillar 5),
ROU,Romania,Europe & Central Asia,High income,2012,20058035,,Data Infrastructure (Pillar 5),
RUS,Russian Federation,Europe & Central Asia,High income,2012,143378447,,Data Infrastructure (Pillar 5),
RWA,Rwanda,Sub-Saharan Africa,Low income,2012,10840334,,Data Infrastructure (Pillar 5),
WSM,Samoa,East Asia & Pacific,Lower middle income,2012,198124,,Data Infrastructure (Pillar 5),
SMR,San Marino,Europe & Central Asia,High income,2012,33132,,Data Infrastructure (Pillar 5),
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2012,189924,,Data Infrastructure (Pillar 5),
SAU,Saudi Arabia,Middle East & North Africa,High income,2012,30821543,,Data Infrastructure (Pillar 5),
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2012,13231833,,Data Infrastructure (Pillar 5),
SRB,Serbia,Europe & Central Asia,Upper middle income,2012,7199077,,Data Infrastructure (Pillar 5),
SYC,Seychelles,Sub-Saharan Africa,High income,2012,88303,,Data Infrastructure (Pillar 5),
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2012,6788587,,Data Infrastructure (Pillar 5),
SGP,Singapore,East Asia & Pacific,High income,2012,5312437,,Data Infrastructure (Pillar 5),
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,2012,34640,,Data Infrastructure (Pillar 5),
SVK,Slovak Republic,Europe & Central Asia,High income,2012,5407579,,Data Infrastructure (Pillar 5),
SVN,Slovenia,Europe & Central Asia,High income,2012,2057159,,Data Infrastructure (Pillar 5),
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,2012,567763,,Data Infrastructure (Pillar 5),
SOM,Somalia,Sub-Saharan Africa,Low income,2012,12440326,,Data Infrastructure (Pillar 5),
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2012,53145033,,Data Infrastructure (Pillar 5),
SSD,South Sudan,Sub-Saharan Africa,Low income,2012,10701604,,Data Infrastructure (Pillar 5),
ESP,Spain,Europe & Central Asia,High income,2012,46773055,,Data Infrastructure (Pillar 5),
LKA,Sri Lanka,South Asia,Lower middle income,2012,21017147,,Data Infrastructure (Pillar 5),
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2012,47727,,Data Infrastructure (Pillar 5),
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,2012,173124,,Data Infrastructure (Pillar 5),
MAF,St. Martin (French part),Latin America & Caribbean,High income,2012,36026,,Data Infrastructure (Pillar 5),
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2012,108083,,Data Infrastructure (Pillar 5),
SDN,Sudan,Sub-Saharan Africa,Low income,2012,35159792,,Data Infrastructure (Pillar 5),
SUR,Suriname,Latin America & Caribbean,Upper middle income,2012,558111,,Data Infrastructure (Pillar 5),
SWE,Sweden,Europe & Central Asia,High income,2012,9519374,,Data Infrastructure (Pillar 5),
CHE,Switzerland,Europe & Central Asia,High income,2012,7996861,,Data Infrastructure (Pillar 5),
SYR,Syrian Arab Republic,Middle East & North Africa,Low income,2012,22605577,,Data Infrastructure (Pillar 5),
TJK,Tajikistan,Europe & Central Asia,Lower middle income,2012,7956382,,Data Infrastructure (Pillar 5),
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2012,47786137,,Data Infrastructure (Pillar 5),
THA,Thailand,East Asia & Pacific,Upper middle income,2012,69157023,,Data Infrastructure (Pillar 5),
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,2012,1137676,,Data Infrastructure (Pillar 5),
TGO,Togo,Sub-Saharan Africa,Low income,2012,6926635,,Data Infrastructure (Pillar 5),
TON,Tonga,East Asia & Pacific,Upper middle income,2012,107502,,Data Infrastructure (Pillar 5),
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,2012,1430377,,Data Infrastructure (Pillar 5),
TUN,Tunisia,Middle East & North Africa,Lower middle income,2012,11174383,,Data Infrastructure (Pillar 5),
TUR,Turkiye,Europe & Central Asia,Upper middle income,2012,75175827,,Data Infrastructure (Pillar 5),
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,2012,5458682,,Data Infrastructure (Pillar 5),
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,2012,32081,,Data Infrastructure (Pillar 5),
TUV,Tuvalu,East Asia & Pacific,Upper middle income,2012,10854,,Data Infrastructure (Pillar 5),
UGA,Uganda,Sub-Saharan Africa,Low income,2012,34273295,,Data Infrastructure (Pillar 5),
UKR,Ukraine,Europe & Central Asia,Upper middle income,2012,45593342,,Data Infrastructure (Pillar 5),
ARE,United Arab Emirates,Middle East & North Africa,High income,2012,8664969,,Data Infrastructure (Pillar 5),
GBR,United Kingdom,Europe & Central Asia,High income,2012,63700215,,Data Infrastructure (Pillar 5),
USA,United States,North America,High income,2012,313877662,,Data Infrastructure (Pillar 5),
URY,Uruguay,Latin America & Caribbean,High income,2012,3371133,,Data Infrastructure (Pillar 5),
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,2012,29774500,,Data Infrastructure (Pillar 5),
VUT,Vanuatu,East Asia & Pacific,Lower middle income,2012,257313,,Data Infrastructure (Pillar 5),
VEN,"Venezuela, RB",Latin America & Caribbean,Not classified,2012,29470426,,Data Infrastructure (Pillar 5),
VNM,Viet Nam,East Asia & Pacific,Lower middle income,2012,89301326,,Data Infrastructure (Pillar 5),
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,2012,108188,,Data Infrastructure (Pillar 5),
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,2012,3979998,,Data Infrastructure (Pillar 5),
YEM,"Yemen, Rep.",Middle East & North Africa,Low income,2012,26223391,,Data Infrastructure (Pillar 5),
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2012,14744658,,Data Infrastructure (Pillar 5),
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2012,13265331,,Data Infrastructure (Pillar 5),
AFG,Afghanistan,South Asia,Low income,2011,29249157,,Data Infrastructure (Pillar 5),
ALB,Albania,Europe & Central Asia,Upper middle income,2011,2905195,,Data Infrastructure (Pillar 5),
DZA,Algeria,Middle East & North Africa,Upper middle income,2011,36543541,,Data Infrastructure (Pillar 5),
ASM,American Samoa,East Asia & Pacific,High income,2011,54310,,Data Infrastructure (Pillar 5),
AND,Andorra,Europe & Central Asia,High income,2011,70567,,Data Infrastructure (Pillar 5),
AGO,Angola,Sub-Saharan Africa,Lower middle income,2011,24259111,,Data Infrastructure (Pillar 5),
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2011,86729,,Data Infrastructure (Pillar 5),
ARG,Argentina,Latin America & Caribbean,Upper middle income,2011,41261490,,Data Infrastructure (Pillar 5),
ARM,Armenia,Europe & Central Asia,Upper middle income,2011,2928976,,Data Infrastructure (Pillar 5),
ABW,Aruba,Latin America & Caribbean,High income,2011,101288,,Data Infrastructure (Pillar 5),
AUS,Australia,East Asia & Pacific,High income,2011,22340024,,Data Infrastructure (Pillar 5),
AUT,Austria,Europe & Central Asia,High income,2011,8391643,,Data Infrastructure (Pillar 5),
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2011,9173082,,Data Infrastructure (Pillar 5),
BHS,"Bahamas, The",Latin America & Caribbean,High income,2011,377950,,Data Infrastructure (Pillar 5),
BHR,Bahrain,Middle East & North Africa,High income,2011,1212077,,Data Infrastructure (Pillar 5),
BGD,Bangladesh,South Asia,Lower middle income,2011,150211005,,Data Infrastructure (Pillar 5),
BRB,Barbados,Latin America & Caribbean,High income,2011,275486,,Data Infrastructure (Pillar 5),
BLR,Belarus,Europe & Central Asia,Upper middle income,2011,9461643,,Data Infrastructure (Pillar 5),
BEL,Belgium,Europe & Central Asia,High income,2011,11038264,,Data Infrastructure (Pillar 5),
BLZ,Belize,Latin America & Caribbean,Upper middle income,2011,329538,,Data Infrastructure (Pillar 5),
BEN,Benin,Sub-Saharan Africa,Lower middle income,2011,9726380,,Data Infrastructure (Pillar 5),
BMU,Bermuda,North America,High income,2011,64564,,Data Infrastructure (Pillar 5),
BTN,Bhutan,South Asia,Lower middle income,2011,713331,,Data Infrastructure (Pillar 5),
BOL,Bolivia,Latin America & Caribbean,Lower middle income,2011,10396246,,Data Infrastructure (Pillar 5),
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2011,3743142,,Data Infrastructure (Pillar 5),
BWA,Botswana,Sub-Saharan Africa,Upper middle income,2011,2134037,,Data Infrastructure (Pillar 5),
BRA,Brazil,Latin America & Caribbean,Upper middle income,2011,198185302,,Data Infrastructure (Pillar 5),
VGB,British Virgin Islands,Latin America & Caribbean,High income,2011,27962,,Data Infrastructure (Pillar 5),
BRN,Brunei Darussalam,East Asia & Pacific,High income,2011,401506,,Data Infrastructure (Pillar 5),
BGR,Bulgaria,Europe & Central Asia,High income,2011,7348328,,Data Infrastructure (Pillar 5),
BFA,Burkina Faso,Sub-Saharan Africa,Low income,2011,16602651,,Data Infrastructure (Pillar 5),
BDI,Burundi,Sub-Saharan Africa,Low income,2011,9455733,,Data Infrastructure (Pillar 5),
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,2011,527521,,Data Infrastructure (Pillar 5),
KHM,Cambodia,East Asia & Pacific,Lower middle income,2011,14573885,,Data Infrastructure (Pillar 5),
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2011,20448873,,Data Infrastructure (Pillar 5),
CAN,Canada,North America,High income,2011,34339221,,Data Infrastructure (Pillar 5),
CYM,Cayman Islands,Latin America & Caribbean,High income,2011,55492,,Data Infrastructure (Pillar 5),
CAF,Central African Republic,Sub-Saharan Africa,Low income,2011,4732022,,Data Infrastructure (Pillar 5),
TCD,Chad,Sub-Saharan Africa,Low income,2011,12317730,,Data Infrastructure (Pillar 5),
CHI,Channel Islands,Europe & Central Asia,High income,2011,157819,,Data Infrastructure (Pillar 5),
CHL,Chile,Latin America & Caribbean,High income,2011,17173573,,Data Infrastructure (Pillar 5),
CHN,China,East Asia & Pacific,Upper middle income,2011,1345035000,,Data Infrastructure (Pillar 5),
COL,Colombia,Latin America & Caribbean,Upper middle income,2011,45308899,,Data Infrastructure (Pillar 5),
COM,Comoros,Sub-Saharan Africa,Lower middle income,2011,670071,,Data Infrastructure (Pillar 5),
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2011,68654269,,Data Infrastructure (Pillar 5),
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2011,4584216,,Data Infrastructure (Pillar 5),
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,2011,4679926,,Data Infrastructure (Pillar 5),
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2011,21562914,,Data Infrastructure (Pillar 5),
HRV,Croatia,Europe & Central Asia,High income,2011,4280622,,Data Infrastructure (Pillar 5),
CUB,Cuba,Latin America & Caribbean,Upper middle income,2011,11298710,,Data Infrastructure (Pillar 5),
CUW,Curacao,Latin America & Caribbean,High income,2011,150831,,Data Infrastructure (Pillar 5),
CYP,Cyprus,Europe & Central Asia,High income,2011,1145086,,Data Infrastructure (Pillar 5),
CZE,Czechia,Europe & Central Asia,High income,2011,10496088,,Data Infrastructure (Pillar 5),
DNK,Denmark,Europe & Central Asia,High income,2011,5570572,,Data Infrastructure (Pillar 5),
DJI,Djibouti,Middle East & North Africa,Lower middle income,2011,936811,,Data Infrastructure (Pillar 5),
DMA,Dominica,Latin America & Caribbean,Upper middle income,2011,68742,,Data Infrastructure (Pillar 5),
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2011,9903737,,Data Infrastructure (Pillar 5),
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2011,15237728,,Data Infrastructure (Pillar 5),
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2011,89200054,,Data Infrastructure (Pillar 5),
SLV,El Salvador,Latin America & Caribbean,Upper middle income,2011,6137349,,Data Infrastructure (Pillar 5),
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2011,1144588,,Data Infrastructure (Pillar 5),
ERI,Eritrea,Sub-Saharan Africa,Low income,2011,3207570,,Data Infrastructure (Pillar 5),
EST,Estonia,Europe & Central Asia,High income,2011,1327439,,Data Infrastructure (Pillar 5),
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2011,1105371,,Data Infrastructure (Pillar 5),
ETH,Ethiopia,Sub-Saharan Africa,Low income,2011,91817929,,Data Infrastructure (Pillar 5),
FRO,Faroe Islands,Europe & Central Asia,High income,2011,48386,,Data Infrastructure (Pillar 5),
FJI,Fiji,East Asia & Pacific,Upper middle income,2011,908355,,Data Infrastructure (Pillar 5),
FIN,Finland,Europe & Central Asia,High income,2011,5388272,,Data Infrastructure (Pillar 5),
FRA,France,Europe & Central Asia,High income,2011,65345233,,Data Infrastructure (Pillar 5),
PYF,French Polynesia,East Asia & Pacific,High income,2011,285265,,Data Infrastructure (Pillar 5),
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2011,1772500,,Data Infrastructure (Pillar 5),
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2011,1998212,,Data Infrastructure (Pillar 5),
GEO,Georgia,Europe & Central Asia,Upper middle income,2011,3756441,,Data Infrastructure (Pillar 5),
DEU,Germany,Europe & Central Asia,High income,2011,80274983,,Data Infrastructure (Pillar 5),
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2011,26205941,,Data Infrastructure (Pillar 5),
GIB,Gibraltar,Europe & Central Asia,High income,2011,31701,,Data Infrastructure (Pillar 5),
GRC,Greece,Europe & Central Asia,High income,2011,11104899,,Data Infrastructure (Pillar 5),
GRL,Greenland,Europe & Central Asia,High income,2011,56890,,Data Infrastructure (Pillar 5),
GRD,Grenada,Latin America & Caribbean,Upper middle income,2011,114918,,Data Infrastructure (Pillar 5),
GUM,Guam,East Asia & Pacific,High income,2011,165649,,Data Infrastructure (Pillar 5),
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2011,14521515,,Data Infrastructure (Pillar 5),
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2011,10527712,,Data Infrastructure (Pillar 5),
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2011,1609017,,Data Infrastructure (Pillar 5),
GUY,Guyana,Latin America & Caribbean,High income,2011,744230,,Data Infrastructure (Pillar 5),
HTI,Haiti,Latin America & Caribbean,Lower middle income,2011,9954312,,Data Infrastructure (Pillar 5),
HND,Honduras,Latin America & Caribbean,Lower middle income,2011,8622504,,Data Infrastructure (Pillar 5),
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,2011,7071600,,Data Infrastructure (Pillar 5),
HUN,Hungary,Europe & Central Asia,High income,2011,9971727,,Data Infrastructure (Pillar 5),
ISL,Iceland,Europe & Central Asia,High income,2011,319014,,Data Infrastructure (Pillar 5),
IND,India,South Asia,Lower middle income,2011,1257621191,,Data Infrastructure (Pillar 5),
IDN,Indonesia,East Asia & Pacific,Upper middle income,2011,247099697,,Data Infrastructure (Pillar 5),
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2011,76342971,,Data Infrastructure (Pillar 5),
IRQ,Iraq,Middle East & North Africa,Upper middle income,2011,32378061,,Data Infrastructure (Pillar 5),
IRL,Ireland,Europe & Central Asia,High income,2011,4580084,,Data Infrastructure (Pillar 5),
IMN,Isle of Man,Europe & Central Asia,High income,2011,84350,,Data Infrastructure (Pillar 5),
ISR,Israel,Middle East & North Africa,High income,2011,7765800,,Data Infrastructure (Pillar 5),
ITA,Italy,Europe & Central Asia,High income,2011,59379449,,Data Infrastructure (Pillar 5),
JAM,Jamaica,Latin America & Caribbean,Upper middle income,2011,2746169,,Data Infrastructure (Pillar 5),
JPN,Japan,East Asia & Pacific,High income,2011,127833000,,Data Infrastructure (Pillar 5),
JOR,Jordan,Middle East & North Africa,Lower middle income,2011,7109980,,Data Infrastructure (Pillar 5),
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2011,16557202,,Data Infrastructure (Pillar 5),
KEN,Kenya,Sub-Saharan Africa,Lower middle income,2011,42635144,,Data Infrastructure (Pillar 5),
KIR,Kiribati,East Asia & Pacific,Lower middle income,2011,109871,,Data Infrastructure (Pillar 5),
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2011,24783789,,Data Infrastructure (Pillar 5),
KOR,"Korea, Rep.",East Asia & Pacific,High income,2011,49936638,,Data Infrastructure (Pillar 5),
XKX,Kosovo,Europe & Central Asia,Upper middle income,2011,1799338,,Data Infrastructure (Pillar 5),
KWT,Kuwait,Middle East & North Africa,High income,2011,3143825,,Data Infrastructure (Pillar 5),
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2011,5514600,,Data Infrastructure (Pillar 5),
LAO,Lao PDR,East Asia & Pacific,Lower middle income,2011,6416327,,Data Infrastructure (Pillar 5),
LVA,Latvia,Europe & Central Asia,High income,2011,2059709,,Data Infrastructure (Pillar 5),
LBN,Lebanon,Middle East & North Africa,Lower middle income,2011,5045056,,Data Infrastructure (Pillar 5),
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2011,2037677,,Data Infrastructure (Pillar 5),
LBR,Liberia,Sub-Saharan Africa,Low income,2011,4181150,,Data Infrastructure (Pillar 5),
LBY,Libya,Middle East & North Africa,Upper middle income,2011,6188132,,Data Infrastructure (Pillar 5),
LIE,Liechtenstein,Europe & Central Asia,High income,2011,36189,,Data Infrastructure (Pillar 5),
LTU,Lithuania,Europe & Central Asia,High income,2011,3028115,,Data Infrastructure (Pillar 5),
LUX,Luxembourg,Europe & Central Asia,High income,2011,518347,,Data Infrastructure (Pillar 5),
MAC,"Macao SAR, China",East Asia & Pacific,High income,2011,571003,,Data Infrastructure (Pillar 5),
MDG,Madagascar,Sub-Saharan Africa,Low income,2011,22348158,,Data Infrastructure (Pillar 5),
MWI,Malawi,Sub-Saharan Africa,Low income,2011,15146094,,Data Infrastructure (Pillar 5),
MYS,Malaysia,East Asia & Pacific,Upper middle income,2011,29184133,,Data Infrastructure (Pillar 5),
